,Unnamed: 0,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
23,5883,145000,zero condition,Arabkir,13,Komitas Ave,4,Yerevan,148,http://www.myrealty.am/en/item/15798/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,monolit,11,3.0
24,2347,105000,newly repaired,Center,5,Koryun St,3,Yerevan,105,http://www.myrealty.am/en/item/17310/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
25,1816,123000,newly repaired,Arabkir,15,Mamikoniants St,4,Yerevan,104,http://www.myrealty.am/en/item/36212/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,13,2.8
26,5501,43000,good,Center,11,Heratsi St,2,Yerevan,43,http://www.myrealty.am/en/item/32849/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
27,638,240000,good,Center,22,Vardanants St,3,Yerevan,128,http://www.myrealty.am/en/item/22005/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
28,1149,38000,newly repaired,Achapnyak,12,Margaryan St,2,Yerevan,66,http://www.myrealty.am/en/item/15171/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,12,2.8
29,6524,160000,newly repaired,Center,14,Aram St,2,Yerevan,102,http://www.myrealty.am/en/item/24677/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,2.8
30,682,33000,good,Arabkir,16,Arabkir 51 St,1,Yerevan,48,http://www.myrealty.am/en/item/17216/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,15,2.8
31,5195,120000,newly repaired,Arabkir,5,Babayan St,3,Yerevan,116,http://www.myrealty.am/en/item/35996/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,2,3.2
32,4206,60000,newly repaired,Achapnyak,4,Halabyan St,4,Yerevan,88,http://www.myrealty.am/en/item/26455/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,3.0
33,533,90000,good,Center,3,Bayron St,2,Yerevan,54,http://www.myrealty.am/en/item/38043/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
34,679,33000,newly repaired,Arabkir,4,Arabkir 39 St,2,Yerevan,48,http://www.myrealty.am/en/item/14853/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.6
35,4334,57000,newly repaired,Davtashen,10,Davtashen 1 district,3,Yerevan,96,http://www.myrealty.am/en/item/32886/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,2.8
36,1398,150000,good,Center,5,Sayat Nova Ave,3,Yerevan,95,http://www.myrealty.am/en/item/32317/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
37,2501,90000,good,Center,5,Nalbandyan St,2,Yerevan,73,http://www.myrealty.am/en/item/32256/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
38,960,72000,newly repaired,Arabkir,16,A. Avetisyan St,3,Yerevan,72,http://www.myrealty.am/en/item/38131/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
39,6380,190000,newly repaired,Center,15,Aram St,3,Yerevan,115,http://www.myrealty.am/en/item/34036/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.0
40,6773,35000,zero condition,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,71,http://www.myrealty.am/en/item/22656/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
41,6356,190000,newly repaired,Center,5,Abovyan St,3,Yerevan,81,http://www.myrealty.am/en/item/24272/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
42,4993,69000,newly repaired,Achapnyak,9,Leningradyan St,4,Yerevan,102,http://www.myrealty.am/en/item/31412/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,1,2.8
43,3117,85000,newly repaired,Arabkir,3,Ghapantsian St,3,Yerevan,90,http://www.myrealty.am/en/item/20499/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
44,3116,47000,zero condition,Nor Norq,12,Gyuliqevxyan St,2,Yerevan,68,http://www.myrealty.am/en/item/35581/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,5,3.0
45,1209,39000,good,Nor Norq,9,Jrvej district,3,Yerevan,77,http://www.myrealty.am/en/item/36593/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,6,2.8
46,268,28500,newly repaired,Qanaqer-Zeytun,5,Sevak St,1,Yerevan,32,http://www.myrealty.am/en/item/37968/1-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,3,2.8
47,1243,39000,good,Avan,9,Tumanyan district,3,Yerevan,76,http://www.myrealty.am/en/item/23828/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,8,2.8
48,6540,130000,good,Center,4,Abovyan St,4,Yerevan,110,http://www.myrealty.am/en/item/18234/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
49,6466,125000,good,Center,10,Hanrapetutyan St,3,Yerevan,100,http://www.myrealty.am/en/item/24223/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,2,2.8
50,3678,67000,good,Center,10,NarDos St,2,Yerevan,48,http://www.myrealty.am/en/item/36357/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,2.8
51,2505,58000,good,Qanaqer-Zeytun,5,M. Avetisyan St,4,Yerevan,90,http://www.myrealty.am/en/item/7223/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
52,6637,62000,good,Center,9,E. Qochar St,2,Yerevan,69,http://www.myrealty.am/en/item/25110/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,8,2.8
53,1976,110000,newly repaired,Center,12,Sayat Nova Ave,3,Yerevan,75,http://www.myrealty.am/en/item/31937/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
54,2833,41000,good,Nor Norq,5,Norq 4 p,3,Yerevan,74,http://www.myrealty.am/en/item/35585/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,4,2.8
55,6621,175000,good,Center,5,Abovyan St,4,Yerevan,128,http://www.myrealty.am/en/item/22718/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
56,2738,85000,good,Center,12,Abovyan St,2,Yerevan,75,http://www.myrealty.am/en/item/18903/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
57,697,200000,newly repaired,Center,10,Charents St,4,Yerevan,124,http://www.myrealty.am/en/item/33735/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,6,3.0
58,1177,150000,good,Center,5,Abovyan St,3,Yerevan,83,http://www.myrealty.am/en/item/33872/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
59,2780,220000,zero condition,Center,14,Abovyan St,3,Yerevan,106,http://www.myrealty.am/en/item/32848/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,3.0
60,4351,55000,good,Arabkir,5,N. Zaryan St,2,Yerevan,60,http://www.myrealty.am/en/item/22273/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.0
61,4565,270000,good,Center,14,Buzand St,4,Yerevan,135,http://www.myrealty.am/en/item/34222/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,7,3.2
62,1121,84000,good,Arabkir,9,Baghramyan av(Arabkir),3,Yerevan,90,http://www.myrealty.am/en/item/24386/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
63,5496,43000,newly repaired,Avan,10,Tsarav Aghbyur St,2,Yerevan,52,http://www.myrealty.am/en/item/34919/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,6,2.8
64,727,37000,good,Achapnyak,14,Halabyan St,2,Yerevan,64,http://www.myrealty.am/en/item/21243/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,11,2.8
65,5416,45000,newly repaired,Malatia-Sebastia,9,Svachyan str,3,Yerevan,73,http://www.myrealty.am/en/item/21670/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,7,2.8
66,4983,50000,newly repaired,Avan,9,Duryan disrtict,3,Yerevan,72,http://www.myrealty.am/en/item/30128/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,panel,3,2.8
67,6511,37000,newly repaired,Arabkir,5,Komitas Ave,1,Yerevan,30,http://www.myrealty.am/en/item/7861/apartment-for-sale-in-Yerevan,1,stone,3,2.8
68,1475,41000,good,Nor Norq,16,Muradyan St,3,Yerevan,90,http://www.myrealty.am/en/item/35590/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,6,2.8
69,4335,55000,newly repaired,Arabkir,13,A.Tigranyan St,1,Yerevan,100,http://www.myrealty.am/en/item/24093/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
70,4302,57000,newly repaired,Center,5,Tigran Mets Ave,2,Yerevan,65,http://www.myrealty.am/en/item/22523/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
71,5219,45000,newly repaired,Qanaqer-Zeytun,5,Rubinyants St,2,Yerevan,70,http://www.myrealty.am/en/item/35496/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
72,2339,105000,newly repaired,Center,12,M.Khorenatsi St,4,Yerevan,115,http://www.myrealty.am/en/item/15098/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,7,2.8
73,514,85000,newly repaired,Center,4,Charents St,3,Yerevan,106,http://www.myrealty.am/en/item/31226/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
74,5698,95000,newly repaired,Davtashen,3,Dzor 1 district,3,Yerevan,87,http://www.myrealty.am/en/item/25743/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,2,3.2
75,1397,150000,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,88,http://www.myrealty.am/en/item/25171/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.0
76,1991,42000,newly repaired,Malatia-Sebastia,9,A. Babajanyan St,3,Yerevan,75,http://www.myrealty.am/en/item/24125/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
77,4525,51000,newly repaired,Avan,9,Avan-Arinj 2 micro,3,Yerevan,80,http://www.myrealty.am/en/item/21109/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
78,1833,125000,good,Center,11,Koghbatsi St,4,Yerevan,110,http://www.myrealty.am/en/item/35243/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
79,4093,87000,newly repaired,Avan,3,Tsarav Aghbyur St,3,Yerevan,78,http://www.myrealty.am/en/item/8419/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,2,3.0
80,713,230000,newly repaired,Center,4,Tumanyan St,3,Yerevan,147,http://www.myrealty.am/en/item/22756/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
81,3840,80000,newly repaired,Arabkir,4,Komitas Ave,3,Yerevan,80,http://www.myrealty.am/en/item/23702/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
82,3963,62000,newly repaired,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,92,http://www.myrealty.am/en/item/25588/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,5,2.8
83,2085,84000,good,Center,5,Mashtots Ave,2,Yerevan,68,http://www.myrealty.am/en/item/16238/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
84,6798,35000,zero condition,Malatia-Sebastia,9,Raffi St,3,Yerevan,85,http://www.myrealty.am/en/item/35762/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,panel,7,2.8
85,1352,130000,good,Center,4,Sayat Nova Ave,3,Yerevan,96,http://www.myrealty.am/en/item/37073/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
86,3930,63000,good,Davtashen,9,Davtashen 2 district,4,Yerevan,93,http://www.myrealty.am/en/item/21618/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,3,2.8
87,2618,95000,newly repaired,Center,9,Hanrapetutyan St,3,Yerevan,92,http://www.myrealty.am/en/item/37393/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,1,2.8
88,4720,102000,good,Center,11,Koghbatsi St,3,Yerevan,87,http://www.myrealty.am/en/item/32138/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
89,1626,44000,newly repaired,Arabkir,5,Aygedzor St,1,Yerevan,36,http://www.myrealty.am/en/item/17116/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,3,2.8
90,4780,225000,zero condition,Center,10,Northern Ave,3,Yerevan,115,http://www.myrealty.am/en/item/21001/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.0
91,1490,42000,newly repaired,Arabkir,4,Komitas Ave,1,Yerevan,38,http://www.myrealty.am/en/item/15089/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
92,5629,130000,good,Center,5,Teryan St,3,Yerevan,71,http://www.myrealty.am/en/item/1213/apartment-for-sale-in-Yerevan,1,stone,4,2.8
93,4222,59000,good,Achapnyak,5,Mazmanyan St,3,Yerevan,75,http://www.myrealty.am/en/item/33623/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,3.0
94,1578,38000,good,Nor Norq,5,Galshoyan St,3,Yerevan,74,http://www.myrealty.am/en/item/38099/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,2,2.8
95,1758,120000,newly repaired,Center,5,Mashtots Ave,3,Yerevan,103,http://www.myrealty.am/en/item/31890/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
96,4985,80000,newly repaired,Davtashen,19,Sasna tsrer St,3,Yerevan,65,http://www.myrealty.am/en/item/25521/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,15,2.8
97,6363,190000,newly repaired,Center,12,Sayat Nova Ave,3,Yerevan,100,http://www.myrealty.am/en/item/14878/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
98,1698,45000,good,Nor Norq,5,Gyuliqevxyan St,4,Yerevan,108,http://www.myrealty.am/en/item/34998/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,1,2.8
99,2398,40800,zero condition,Center,5,D. Demirchyan St,1,Yerevan,39,http://www.myrealty.am/en/item/37827/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,3,3.2
100,3954,61500,good,Arabkir,9,Aygedzor St,3,Yerevan,99,http://www.myrealty.am/en/item/23315/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
101,5284,34000,good,Arabkir,4,Orbeli Yeghbayrner   St,2,Yerevan,44,http://www.myrealty.am/en/item/29061/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
102,6738,70000,zero condition,Center,5,Saryan St,2,Yerevan,56,http://www.myrealty.am/en/item/2022/apartment-for-sale-in-Yerevan,1,stone,3,2.8
103,5940,52000,good,Arabkir,14,Mamikoniants St,3,Yerevan,78,http://www.myrealty.am/en/item/32897/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,10,2.8
104,2614,55000,good,Arabkir,5,A. Khachatrian St,2,Yerevan,57,http://www.myrealty.am/en/item/10631/Apartment-for-sale-in-Yerevan,1,stone,4,2.8
105,1228,200000,good,Center,11,Hin yerevantsi St,2,Yerevan,75,http://www.myrealty.am/en/item/16835/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,11,2.8
106,2866,172000,good,Center,6,Moskovyan St,3,Yerevan,100,http://www.myrealty.am/en/item/2100/apartment-for-sale-in-Yerevan,1,stone,5,2.8
107,5134,120000,newly repaired,Davtashen,9,Davtashen 3 district,4,Yerevan,118,http://www.myrealty.am/en/item/37125/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,2,3.0
108,1622,43000,newly repaired,Arabkir,5,Mamikoniants St,2,Yerevan,43,http://www.myrealty.am/en/item/33463/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
109,3673,250000,newly repaired,Center,10,Northern Ave,2,Yerevan,100,http://www.myrealty.am/en/item/37500/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,2.8
110,1202,38800,good,Achapnyak,4,Margaryan St,3,Yerevan,74,http://www.myrealty.am/en/item/22422/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,3,2.6
111,2424,55000,good,Davtashen,4,Dzor 1 district,2,Yerevan,54,http://www.myrealty.am/en/item/27878/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,1,2.8
112,751,33000,zero condition,Shengavit,9,Bagratuniats Ave,3,Yerevan,75,http://www.myrealty.am/en/item/37054/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
113,1607,130000,newly repaired,Center,5,Zakyan St,3,Yerevan,70,http://www.myrealty.am/en/item/90/apartment-for-sale-in-Yerevan,1,stone,2,2.8
114,2322,52000,newly repaired,Arabkir,16,V.Vagharshyan St,2,Yerevan,60,http://www.myrealty.am/en/item/31438/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
115,2837,58000,good,Arabkir,5,Komitas Ave,3,Yerevan,85,http://www.myrealty.am/en/item/24418/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
116,3396,70000,good,Arabkir,5,Babayan St,4,Yerevan,136,http://www.myrealty.am/en/item/14242/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.0
117,4749,73000,newly repaired,Shengavit,4,Artashisyan St,4,Yerevan,98,http://www.myrealty.am/en/item/28933/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,2.8
118,498,80000,newly repaired,Center,4,Paronyan St,3,Yerevan,73,http://www.myrealty.am/en/item/30674/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
119,5708,58000,good,Arabkir,5,Kievyan St,1,Yerevan,43,http://www.myrealty.am/en/item/14376/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
120,4009,62000,newly repaired,Center,14,Argishti St,2,Yerevan,57,http://www.myrealty.am/en/item/9385/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3.0
121,3178,42000,good,Arabkir,5,Hr.Kochar St,3,Yerevan,60,http://www.myrealty.am/en/item/33305/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
122,4456,350000,newly repaired,Center,10,Northern Ave,2,Yerevan,104,http://www.myrealty.am/en/item/18548/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,8,3.0
123,5542,42000,newly repaired,Center,10,Kajaznuni St,2,Yerevan,48,http://www.myrealty.am/en/item/33329/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,1,2.8
124,5792,126000,good,Center,10,Koghbatsi St,3,Yerevan,100,http://www.myrealty.am/en/item/30140/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,5,2.8
125,394,99000,newly repaired,Center,14,Argishti St,3,Yerevan,103,http://www.myrealty.am/en/item/36552/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
126,1785,118000,newly repaired,Center,13,Mashtots Ave,2,Yerevan,64,http://www.myrealty.am/en/item/35973/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,13,3.0
127,3746,66000,good,Arabkir,11,Hr.Kochar St,1,Yerevan,66,http://www.myrealty.am/en/item/36141/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
128,1714,72000,newly repaired,Arabkir,9,Gyulbenkyan St,3,Yerevan,76,http://www.myrealty.am/en/item/36825/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,9,2.8
129,4555,55000,good,Center,16,E. Qochar St,3,Yerevan,94,http://www.myrealty.am/en/item/36165/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,16,2.8
130,2234,185000,zero condition,Center,14,Aram St,3,Yerevan,115,http://www.myrealty.am/en/item/4985/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,14,3.0
131,4333,55000,good,Davtashen,5,Davtashen 2 St,3,Yerevan,76,http://www.myrealty.am/en/item/23950/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,stone,2,2.8
132,2430,53000,newly repaired,Center,10,Amiryan St,1,Yerevan,43,http://www.myrealty.am/en/item/24581/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
133,4180,60000,newly repaired,Arabkir,16,V.Vagharshyan St,2,Yerevan,50,http://www.myrealty.am/en/item/7711/apartment-for-sale-in-Yerevan,1,panel,4,2.8
134,2449,53000,zero condition,Center,10,Israelyan St,2,Yerevan,54,http://www.myrealty.am/en/item/14162/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
135,6235,33000,newly repaired,Achapnyak,14,Sisakyan St,1,Yerevan,48,http://www.myrealty.am/en/item/32466/1-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,14,3.0
136,4041,90000,zero condition,Center,9,Pushkin St,3,Yerevan,90,http://www.myrealty.am/en/item/169/apartment-for-sale-in-Yerevan,1,panel,1,2.8
137,3903,63000,good,Arabkir,5,Komitas Ave,3,Yerevan,81,http://www.myrealty.am/en/item/37198/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
138,4938,33000,good,Shengavit,10,Chexov St,2,Yerevan,63,http://www.myrealty.am/en/item/36100/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,4,2.8
139,4212,59000,good,Arabkir,10,Orbeli Yeghbayrner   St,3,Yerevan,79,http://www.myrealty.am/en/item/24585/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
140,3249,74000,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,85,http://www.myrealty.am/en/item/25434/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,4,3.0
141,280,29000,newly repaired,Achapnyak,12,Shinararner St,1,Yerevan,35,http://www.myrealty.am/en/item/30830/1-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,2,2.8
